,doc_id,sentence_id,weight
0,377,4002,0.07542212307453156
1,377,4003,0.07496897876262665
2,377,4004,0.07538905739784241
3,377,4005,0.0754232406616211
4,377,4006,0.07390036433935165
5,377,4007,0.07543069124221802
6,377,4008,0.010692747309803963
7,377,4009,0.07543830573558807
8,377,4010,0.07526762038469315
9,234,1804,0.07789596915245056
10,234,1805,0.08020976930856705
11,234,1806,0.08084521442651749
12,234,1807,0.08082862198352814
13,234,1808,0.08085035532712936
14,234,1809,0.08084457367658615
15,234,1810,0.08083301037549973
16,46,266,0.07361924648284912
17,46,267,0.016389232128858566
18,46,268,0.02174333669245243
19,46,269,0.07357073575258255
20,46,270,0.07366421073675156
21,46,271,0.061975497752428055
22,46,272,0.012128294445574284
23,46,273,0.06439627707004547
24,46,274,0.012662394903600216
25,46,275,0.009993764571845531
26,46,276,0.010833267122507095
27,46,277,0.06886237114667892
28,46,278,0.010856221430003643
29,46,279,0.015298498794436455
30,46,280,0.010100019164383411
31,46,281,0.059279266744852066
32,46,282,0.07297181338071823
33,46,283,0.03945458307862282
34,46,284,0.012733939103782177
35,296,3323,0.09354352205991745
36,296,3324,0.09361331164836884
37,296,3325,0.09347712248563766
38,296,3326,0.09357531368732452
39,296,3327,0.09346721321344376
40,296,3328,0.012838982045650482
41,223,3291,0.08011316508054733
42,223,3292,0.08038005232810974
43,223,3293,0.08041190356016159
44,223,3294,0.08027660846710205
45,223,3295,0.08038359880447388
46,223,3296,0.014214297756552696
47,223,3297,0.0798979103565216
48,223,3298,0.07985275983810425
49,293,534,0.10420114547014236
50,293,535,0.07280753552913666
51,293,536,0.10415773838758469
52,293,537,0.02211671881377697
53,293,538,0.10416491329669952
54,238,3200,0.10176974534988403
55,238,3201,0.10183215886354446
56,238,3202,0.1018214076757431
57,238,3203,0.10180795937776566
58,238,3204,0.013930756598711014
59,81,88,0.05194196477532387
60,81,89,0.05196692794561386
61,81,90,0.05194492265582085
62,81,91,0.007206891197711229
63,81,92,0.051956236362457275
64,81,93,0.013808363117277622
65,81,94,0.0504518486559391
66,81,95,0.012430149130523205
67,81,96,0.009288812056183815
68,81,97,0.051929570734500885
69,81,98,0.007221527397632599
70,81,99,0.009062133729457855
71,81,100,0.00711005087941885
72,81,101,0.007535153068602085
73,81,102,0.008765822276473045
74,81,103,0.0519280806183815
75,81,104,0.05078909173607826
76,81,105,0.026136377826333046
77,81,106,0.007073590531945229
78,81,107,0.007140090223401785
79,81,108,0.007699219975620508
80,81,109,0.047266680747270584
81,81,110,0.008414122276008129
82,81,111,0.007991175167262554
83,81,112,0.04937334358692169
84,81,113,0.044449180364608765
85,81,114,0.007137887179851532
86,81,115,0.016408951953053474
87,81,116,0.016690781340003014
88,81,117,0.007741295266896486
89,81,118,0.046504829078912735
90,81,119,0.007338793016970158
91,81,120,0.007355896290391684
92,81,121,0.007073880173265934
93,81,122,0.007184150163084269
94,81,123,0.051228415220975876
95,81,124,0.0504952073097229
96,81,125,0.010646980255842209
97,106,746,0.05415236949920654
98,106,747,0.053918056190013885
99,106,748,0.008435814641416073
100,106,749,0.05417393147945404
101,106,750,0.052992068231105804
102,106,751,0.009645898826420307
103,106,752,0.05408722534775734
104,106,753,0.05416424199938774
105,106,754,0.05414024740457535
106,106,755,0.05411754921078682
107,106,756,0.05352761223912239
108,106,757,0.05413249507546425
109,106,758,0.054177187383174896
110,106,759,0.05414949357509613
111,106,760,0.052677445113658905
112,106,761,0.05418052151799202
113,106,762,0.007336668204516172
114,361,1817,0.07070310413837433
115,361,1818,0.07071734219789505
116,361,1819,0.07071773707866669
117,361,1820,0.07067874819040298
118,361,1821,0.07071328163146973
119,361,1822,0.07062365859746933
120,361,1823,0.07071653753519058
121,361,1824,0.07071217894554138
122,361,1825,0.07071220874786377
123,275,4164,0.10129580646753311
124,275,4165,0.10130403935909271
125,275,4166,0.10130410641431808
126,275,4167,0.10130023211240768
127,275,4168,0.018962502479553223
128,337,3971,0.11162811517715454
129,337,3972,0.11165940016508102
130,337,3973,0.11136957257986069
131,22,4975,0.11166179180145264
132,22,4976,0.11167357116937637
133,22,4977,0.11163192987442017
134,27,2626,0.008776135742664337
135,27,2627,0.03966154530644417
136,27,2628,0.042855169624090195
137,27,2629,0.013955782167613506
138,27,2630,0.04597288742661476
139,27,2631,0.013987445272505283
140,27,2632,0.007420586887747049
141,27,2633,0.010211428627371788
142,27,2634,0.00709900539368391
143,27,2635,0.008656320162117481
144,27,2636,0.011814647354185581
145,27,2637,0.006260344292968512
146,27,2638,0.025813860818743706
147,27,2639,0.04518253728747368
148,27,2640,0.007703094743192196
149,27,2641,0.04592350870370865
150,27,2642,0.045898932963609695
151,27,2643,0.00667355814948678
152,27,2644,0.014146330766379833
153,27,2645,0.028716793283820152
154,27,2646,0.04592437297105789
155,27,2647,0.045894984155893326
156,27,2648,0.0451173409819603
157,27,2649,0.037399571388959885
158,27,2650,0.006729521788656712
159,27,2651,0.04418935254216194
160,27,2652,0.04578346014022827
